Seller,Department,Revenue,Revenue Goal,Margin,Margin Goal,Date,Sales Quantity,Customers
Jorge Santos,Brinquedo,1663.2,1879.56,0.13,0.28,2022-08-01,21,206
Raphael Silva,Papelaria,591.7,256.63,0.61,0.47,2022-08-01,8,41
Caroline Reis,Papelaria,410.72,678.44,0.34,0.38,2022-08-01,6,36
Letícia Nascimento,Eletrônicos,2796.49,971.66,0.22,0.18,2022-08-02,39,111
Ana Sousa,Eletrônicos,1075.89,954.63,0.29,0.18,2022-08-02,14,103
Gustavo Martins,Eletrônicos,2865.42,2206.73,0.1,0.17,2022-08-02,39,224
Beatriz Santos,Vestuário,1259.95,1699.5,0.27,0.2,2022-08-02,17,66
Camila Lima,Vestuário,100.4,1697.28,0.15,0.19,2022-08-02,2,13
Thiago Barbosa,Acessórios,126.48,830.56,0.72,0.48,2022-08-02,1,7
Letícia Ribeiro,Acessórios,1296.78,581.49,0.5,0.46,2022-08-02,17,125
Enzo Nascimento,Casa,2946.0,2875.41,0.33,0.29,2022-08-02,39,272
Guilherme Santos,Casa,1922.91,1922.23,0.12,0.28,2022-08-02,21,128
Vitória Ribeiro,Brinquedo,2675.63,1965.32,0.27,0.26,2022-08-02,38,280
Julia Araújo,Esportes,2442.06,1939.88,0.48,0.33,2022-08-02,39,231
Lucas Rodrigues,Esportes,1249.63,3182.04,0.23,0.39,2022-08-02,16,101
Thiago Carvalho,Esportes,2024.76,2431.32,0.17,0.38,2022-08-02,25,223
Mateus Barbosa,Eletrônicos,778.92,3027.09,0.17,0.22,2022-08-02,12,110
Camila Carvalho,Casa,92.91,2271.18,0.21,0.3,2022-08-02,2,5
Diego Cardoso,Vestuário,1486.9,1594.0,0.08,0.14,2022-08-02,21,62
Jorge Santos,Brinquedo,281.23,1098.43,0.39,0.28,2022-08-02,3,11
Raphael Silva,Papelaria,741.65,378.08,0.58,0.4,2022-08-02,12,89
Caroline Reis,Papelaria,368.83,901.81,0.67,0.38,2022-08-02,4,16
Letícia Nascimento,Eletrônicos,3481.82,1873.71,0.1,0.2,2022-08-03,51,462
Ana Sousa,Eletrônicos,2313.44,1167.89,0.18,0.2,2022-08-03,33,125
Gustavo Martins,Eletrônicos,1502.55,1832.38,0.3,0.18,2022-08-03,21,167
Beatriz Santos,Vestuário,1382.74,915.55,0.1,0.2,2022-08-03,21,190
Camila Lima,Vestuário,2232.72,1731.41,0.24,0.2,2022-08-03,31,175
Thiago Barbosa,Acessórios,305.17,878.28,0.68,0.42,2022-08-03,5,19
Letícia Ribeiro,Acessórios,703.18,1081.02,0.72,0.52,2022-08-03,9,74
Enzo Nascimento,Casa,2651.68,3463.17,0.41,0.23,2022-08-03,35,174
Guilherme Santos,Casa,3021.39,2576.85,0.18,0.3,2022-08-03,38,174
Vitória Ribeiro,Brinquedo,2441.9,1764.21,0.26,0.27,2022-08-03,38,183
Julia Araújo,Esportes,1651.62,2993.21,0.35,0.33,2022-08-03,21,180
Lucas Rodrigues,Esportes,3024.6,1105.95,0.31,0.38,2022-08-03,40,284
Thiago Carvalho,Esportes,2892.14,1594.96,0.26,0.36,2022-08-03,43,328
Mateus Barbosa,Eletrônicos,1068.08,1467.59,0.29,0.2,2022-08-03,15,119
Camila Carvalho,Casa,981.97,1845.46,0.4,0.25,2022-08-03,13,88
Diego Cardoso,Vestuário,866.23,1598.15,0.07,0.15,2022-08-03,12,104
Jorge Santos,Brinquedo,884.51,2131.49,0.11,0.24,2022-08-03,14,84
Raphael Silva,Papelaria,420.79,821.16,0.52,0.38,2022-08-03,6,56
Caroline Reis,Papelaria,149.64,544.96,0.22,0.47,2022-08-03,1,4
Letícia Nascimento,Eletrônicos,1928.25,878.74,0.08,0.21,2022-08-04,26,208
Ana Sousa,Eletrônicos,551.24,2121.55,0.23,0.21,2022-08-04,8,75
Gustavo Martins,Eletrônicos,196.72,2287.16,0.23,0.18,2022-08-04,3,20
Beatriz Santos,Vestuário,703.27,1640.08,0.18,0.18,2022-08-04,9,46
Camila Lima,Vestuário,992.25,854.26,0.13,0.19,2022-08-04,14,115
Thiago Barbosa,Acessórios,1290.62,421.3,0.22,0.4,2022-08-04,18,83
Letícia Ribeiro,Acessórios,460.1,1085.26,0.46,0.42,2022-08-04,5,27
Enzo Nascimento,Casa,3608.33,2554.0,0.26,0.23,2022-08-04,67,406
Guilherme Santos,Casa,1427.31,1107.17,0.41,0.25,2022-08-04,19,153
Vitória Ribeiro,Brinquedo,1257.84,1064.25,0.12,0.22,2022-08-04,16,101
Julia Araújo,Esportes,1175.67,3120.5,0.14,0.38,2022-08-04,17,89
Lucas Rodrigues,Esportes,2433.08,2612.46,0.27,0.29,2022-08-04,39,247
Thiago Carvalho,Esportes,2240.12,1827.15,0.13,0.3,2022-08-04,33,286
Mateus Barbosa,Eletrônicos,671.2,1370.78,0.08,0.19,2022-08-04,8,38
Camila Carvalho,Casa,4018.39,1677.77,0.39,0.24,2022-08-04,84,435
Diego Cardoso,Vestuário,1665.04,994.0,0.24,0.15,2022-08-04,21,92
Jorge Santos,Brinquedo,2447.09,1970.23,0.36,0.22,2022-08-04,38,210
Raphael Silva,Papelaria,421.6,495.88,0.4,0.49,2022-08-04,6,36
Caroline Reis,Papelaria,75.98,745.99,0.52,0.38,2022-08-04,1,5
Letícia Nascimento,Eletrônicos,189.11,1450.33,0.2,0.18,2022-08-05,3,12
Ana Sousa,Eletrônicos,1288.14,2392.91,0.17,0.22,2022-08-05,17,82
Gustavo Martins,Eletrônicos,2663.11,1149.07,0.28,0.16,2022-08-05,39,332
Beatriz Santos,Vestuário,2374.88,1880.87,0.16,0.16,2022-08-05,33,305
Camila Lima,Vestuário,1303.47,784.2,0.08,0.2,2022-08-05,19,69
Thiago Barbosa,Acessórios,53.28,975.39,0.66,0.58,2022-08-05,2,8
Letícia Ribeiro,Acessórios,1192.28,568.57,0.3,0.56,2022-08-05,17,98
Enzo Nascimento,Casa,3265.27,2789.81,0.2,0.23,2022-08-05,47,355
Guilherme Santos,Casa,380.9,1423.81,0.18,0.26,2022-08-05,3,10
Vitória Ribeiro,Brinquedo,2603.7,1085.0,0.18,0.29,2022-08-05,35,205
Julia Araújo,Esportes,3287.65,2328.66,0.34,0.34,2022-08-05,45,355
Lucas Rodrigues,Esportes,3206.08,1821.68,0.42,0.39,2022-08-05,50,208
Thiago Carvalho,Esportes,3257.32,1200.57,0.42,0.3,2022-08-05,50,396
Mateus Barbosa,Eletrônicos,3111.97,2938.7,0.25,0.18,2022-08-05,51,197
Camila Carvalho,Casa,919.37,2934.19,0.37,0.23,2022-08-05,12,48
Diego Cardoso,Vestuário,2047.34,2124.05,0.26,0.18,2022-08-05,29,234
Jorge Santos,Brinquedo,1687.3,1063.48,0.22,0.24,2022-08-05,21,135
Raphael Silva,Papelaria,420.38,576.24,0.2,0.49,2022-08-05,6,53
Caroline Reis,Papelaria,278.84,872.29,0.41,0.4,2022-08-05,4,11
Letícia Nascimento,Eletrônicos,1378.86,1751.99,0.23,0.21,2022-08-06,21,109
Ana Sousa,Eletrônicos,724.97,2787.96,0.14,0.23,2022-08-06,9,48
Gustavo Martins,Eletrônicos,1481.18,2981.02,0.3,0.2,2022-08-06,20,85
Beatriz Santos,Vestuário,999.61,2137.42,0.23,0.15,2022-08-06,14,98
Camila Lima,Vestuário,2632.34,887.34,0.22,0.18,2022-08-06,34,103
Thiago Barbosa,Acessórios,725.42,857.32,0.78,0.42,2022-08-06,8,55
Letícia Ribeiro,Acessórios,172.54,398.45,0.44,0.58,2022-08-06,2,8
Enzo Nascimento,Casa,3032.86,2621.12,0.41,0.31,2022-08-06,40,246
Guilherme Santos,Casa,3606.65,3070.57,0.21,0.3,2022-08-06,69,587
Vitória Ribeiro,Brinquedo,2574.78,2401.34,0.32,0.29,2022-08-06,38,333
Julia Araújo,Esportes,113.88,2391.99,0.34,0.38,2022-08-06,1,6
Lucas Rodrigues,Esportes,2729.49,2962.88,0.16,0.29,2022-08-06,43,131
Thiago Carvalho,Esportes,2988.58,1214.52,0.21,0.39,2022-08-06,39,294
Mateus Barbosa,Eletrônicos,883.95,2390.9,0.12,0.21,2022-08-06,12,91
Camila Carvalho,Casa,1666.57,2390.54,0.19,0.29,2022-08-06,23,119
Diego Cardoso,Vestuário,1883.28,1738.43,0.16,0.2,2022-08-06,26,110
Jorge Santos,Brinquedo,2377.06,756.83,0.17,0.3,2022-08-06,29,126
Raphael Silva,Papelaria,312.74,296.01,0.61,0.54,2022-08-06,3,17
Caroline Reis,Papelaria,791.41,389.55,0.52,0.36,2022-08-06,12,103
Letícia Nascimento,Eletrônicos,765.82,2524.48,0.08,0.22,2022-08-07,10,60
Ana Sousa,Eletrônicos,1545.38,1873.87,0.27,0.2,2022-08-07,21,84
Gustavo Martins,Eletrônicos,3036.88,3150.41,0.26,0.21,2022-08-07,39,240
Beatriz Santos,Vestuário,100.19,2082.25,0.27,0.2,2022-08-07,2,6
Camila Lima,Vestuário,397.72,1606.8,0.23,0.2,2022-08-07,4,22
Thiago Barbosa,Acessórios,1223.04,841.77,0.34,0.56,2022-08-07,17,130
Letícia Ribeiro,Acessórios,1179.41,580.17,0.22,0.58,2022-08-07,18,148
Enzo Nascimento,Casa,225.73,2387.34,0.13,0.32,2022-08-07,3,20
Guilherme Santos,Casa,3262.13,3185.37,0.31,0.28,2022-08-07,45,158
Vitória Ribeiro,Brinquedo,2286.39,2291.79,0.26,0.27,2022-08-07,33,282
Julia Araújo,Esportes,2886.02,1208.42,0.27,0.31,2022-08-07,38,319
Lucas Rodrigues,Esportes,1635.81,1723.01,0.51,0.38,2022-08-07,23,78
Thiago Carvalho,Esportes,854.0,3430.86,0.45,0.35,2022-08-07,9,63
Mateus Barbosa,Eletrônicos,362.46,3230.25,0.3,0.22,2022-08-07,5,19
Camila Carvalho,Casa,4051.67,2964.16,0.14,0.32,2022-08-07,56,216
Diego Cardoso,Vestuário,1645.96,1647.67,0.15,0.19,2022-08-07,21,110
Jorge Santos,Brinquedo,863.14,1955.93,0.18,0.26,2022-08-07,12,74
Raphael Silva,Papelaria,221.96,279.09,0.34,0.38,2022-08-07,3,12
Caroline Reis,Papelaria,244.24,883.57,0.59,0.52,2022-08-07,3,19
Letícia Nascimento,Eletrônicos,1114.42,2327.74,0.27,0.24,2022-08-08,14,64
Ana Sousa,Eletrônicos,2529.16,1448.53,0.24,0.16,2022-08-08,35,183
Gustavo Martins,Eletrônicos,1521.88,2395.42,0.09,0.23,2022-08-08,20,135
Beatriz Santos,Vestuário,1110.7,924.67,0.12,0.16,2022-08-08,14,75
Camila Lima,Vestuário,2124.48,2123.12,0.24,0.17,2022-08-08,26,221
Thiago Barbosa,Acessórios,1002.01,682.87,0.32,0.42,2022-08-08,14,52
Letícia Ribeiro,Acessórios,723.35,855.04,0.36,0.52,2022-08-08,10,60
Enzo Nascimento,Casa,3039.03,1447.17,0.19,0.29,2022-08-08,44,393
Guilherme Santos,Casa,1071.68,2784.23,0.22,0.31,2022-08-08,14,66
Vitória Ribeiro,Brinquedo,2400.63,1359.27,0.18,0.27,2022-08-08,31,201
Julia Araújo,Esportes,2713.84,2749.65,0.47,0.26,2022-08-08,38,175
Lucas Rodrigues,Esportes,3678.84,2670.77,0.42,0.29,2022-08-08,87,798
Thiago Carvalho,Esportes,808.43,2643.14,0.22,0.38,2022-08-08,12,97
Mateus Barbosa,Eletrônicos,3014.12,1212.49,0.15,0.21,2022-08-08,38,229
Camila Carvalho,Casa,3444.55,2214.5,0.21,0.28,2022-08-08,43,186
Diego Cardoso,Vestuário,264.0,2383.62,0.13,0.18,2022-08-08,3,9
Jorge Santos,Brinquedo,1003.85,1018.2,0.32,0.3,2022-08-08,14,111
Raphael Silva,Papelaria,922.38,288.13,0.54,0.43,2022-08-08,14,111
Caroline Reis,Papelaria,517.9,343.05,0.61,0.54,2022-08-08,7,26
Letícia Nascimento,Eletrônicos,1283.43,3183.6,0.3,0.24,2022-08-09,16,69
Ana Sousa,Eletrônicos,1806.59,1824.48,0.09,0.22,2022-08-09,24,172
Gustavo Martins,Eletrônicos,1091.96,3214.51,0.31,0.19,2022-08-09,14,90
Beatriz Santos,Vestuário,2371.19,2138.53,0.1,0.14,2022-08-09,29,143
Camila Lima,Vestuário,1955.4,1586.08,0.27,0.17,2022-08-09,26,96
Thiago Barbosa,Acessórios,219.7,857.59,0.52,0.44,2022-08-09,3,15
Letícia Ribeiro,Acessórios,1312.28,630.75,0.56,0.6,2022-08-09,17,108
Enzo Nascimento,Casa,2250.77,2542.52,0.21,0.24,2022-08-09,35,337
Guilherme Santos,Casa,2005.3,1830.6,0.31,0.26,2022-08-09,29,192
Vitória Ribeiro,Brinquedo,234.42,1885.37,0.33,0.25,2022-08-09,2,8
Julia Araújo,Esportes,570.13,1415.96,0.13,0.38,2022-08-09,8,70
Lucas Rodrigues,Esportes,424.53,3190.74,0.47,0.33,2022-08-09,7,57
Thiago Carvalho,Esportes,1110.1,2295.05,0.14,0.3,2022-08-09,14,78
Mateus Barbosa,Eletrônicos,996.9,1206.05,0.28,0.21,2022-08-09,14,62
Camila Carvalho,Casa,457.41,1839.77,0.39,0.3,2022-08-09,5,29
Diego Cardoso,Vestuário,1547.53,2223.35,0.22,0.2,2022-08-09,20,161
Jorge Santos,Brinquedo,1230.91,1889.53,0.2,0.25,2022-08-09,16,120
Raphael Silva,Papelaria,1036.98,558.78,0.56,0.5,2022-08-09,14,82
Caroline Reis,Papelaria,104.92,779.81,0.25,0.41,2022-08-09,2,5
Letícia Nascimento,Eletrônicos,2221.34,1679.89,0.21,0.19,2022-08-10,32,187
Ana Sousa,Eletrônicos,1086.93,3162.46,0.29,0.22,2022-08-10,14,98
Gustavo Martins,Eletrônicos,2672.99,868.47,0.27,0.24,2022-08-10,35,146
Beatriz Santos,Vestuário,2140.57,2203.16,0.12,0.18,2022-08-10,28,172
Camila Lima,Vestuário,2621.9,1217.01,0.1,0.16,2022-08-10,33,190
Thiago Barbosa,Acessórios,1044.95,663.52,0.48,0.58,2022-08-10,15,50
Letícia Ribeiro,Acessórios,299.18,782.97,0.66,0.42,2022-08-10,4,28
Enzo Nascimento,Casa,3436.04,3805.8,0.34,0.31,2022-08-10,43,125
Guilherme Santos,Casa,3311.24,1583.68,0.15,0.23,2022-08-10,42,325
Vitória Ribeiro,Brinquedo,2618.09,2696.97,0.25,0.25,2022-08-10,37,300
Julia Araújo,Esportes,1005.27,3318.4,0.43,0.38,2022-08-10,14,133
Lucas Rodrigues,Esportes,1281.72,2459.82,0.43,0.36,2022-08-10,17,48
Thiago Carvalho,Esportes,3795.78,1985.65,0.33,0.29,2022-08-10,77,524
Mateus Barbosa,Eletrônicos,324.57,2590.84,0.13,0.22,2022-08-10,5,26
Camila Carvalho,Casa,2272.22,1725.68,0.35,0.29,2022-08-10,33,242
Diego Cardoso,Vestuário,2521.8,1179.97,0.1,0.2,2022-08-10,33,325
Jorge Santos,Brinquedo,2939.82,2081.36,0.39,0.28,2022-08-10,42,160
Raphael Silva,Papelaria,1025.1,439.78,0.45,0.43,2022-08-10,15,60
Caroline Reis,Papelaria,573.22,506.44,0.25,0.47,2022-08-10,7,41
Letícia Nascimento,Eletrônicos,1467.22,1343.16,0.09,0.21,2022-08-11,21,147
Ana Sousa,Eletrônicos,1511.67,1614.02,0.1,0.18,2022-08-11,21,91
Gustavo Martins,Eletrônicos,1469.7,1813.86,0.1,0.18,2022-08-11,17,72
Beatriz Santos,Vestuário,1703.64,987.93,0.2,0.15,2022-08-11,24,141
Camila Lima,Vestuário,1500.86,1854.27,0.17,0.16,2022-08-11,21,171
Thiago Barbosa,Acessórios,1189.84,325.8,0.76,0.5,2022-08-11,16,83
Letícia Ribeiro,Acessórios,776.55,641.39,0.66,0.46,2022-08-11,12,61
Enzo Nascimento,Casa,2994.17,982.99,0.43,0.28,2022-08-11,42,128
Guilherme Santos,Casa,867.59,2524.24,0.2,0.22,2022-08-11,12,95
Vitória Ribeiro,Brinquedo,1371.03,1771.59,0.2,0.22,2022-08-11,19,171
Julia Araújo,Esportes,3793.04,2799.23,0.31,0.34,2022-08-11,77,290
Lucas Rodrigues,Esportes,1377.33,1897.91,0.36,0.31,2022-08-11,20,95
Thiago Carvalho,Esportes,3687.97,1453.36,0.38,0.36,2022-08-11,80,350
Mateus Barbosa,Eletrônicos,2387.87,2063.29,0.29,0.18,2022-08-11,30,224
Camila Carvalho,Casa,2229.66,1079.31,0.2,0.22,2022-08-11,31,195
Diego Cardoso,Vestuário,1350.44,1665.85,0.21,0.18,2022-08-11,20,84
Jorge Santos,Brinquedo,1691.44,2079.92,0.13,0.24,2022-08-11,22,191
Raphael Silva,Papelaria,935.67,628.42,0.65,0.38,2022-08-11,13,94
Caroline Reis,Papelaria,269.53,833.61,0.68,0.41,2022-08-11,2,5
Letícia Nascimento,Eletrônicos,1773.85,2748.6,0.12,0.23,2022-08-12,21,174
Ana Sousa,Eletrônicos,2836.53,1230.99,0.21,0.17,2022-08-12,42,212
Gustavo Martins,Eletrônicos,2606.52,1997.33,0.3,0.24,2022-08-12,35,133
Beatriz Santos,Vestuário,301.94,2450.29,0.09,0.16,2022-08-12,5,23
Camila Lima,Vestuário,2664.29,2275.85,0.16,0.15,2022-08-12,36,293
Thiago Barbosa,Acessórios,241.08,617.25,0.74,0.42,2022-08-12,3,24
Letícia Ribeiro,Acessórios,1068.65,808.51,0.54,0.42,2022-08-12,14,104
Enzo Nascimento,Casa,2704.6,2239.5,0.32,0.26,2022-08-12,34,296
Guilherme Santos,Casa,3263.48,3317.32,0.33,0.3,2022-08-12,48,375
Vitória Ribeiro,Brinquedo,609.78,737.24,0.22,0.22,2022-08-12,7,56
Julia Araújo,Esportes,746.29,3501.15,0.16,0.38,2022-08-12,9,52
Lucas Rodrigues,Esportes,3705.8,1331.39,0.36,0.35,2022-08-12,78,749
Thiago Carvalho,Esportes,3075.96,3289.94,0.17,0.33,2022-08-12,45,209
Mateus Barbosa,Eletrônicos,780.74,1319.55,0.11,0.23,2022-08-12,9,76
Camila Carvalho,Casa,3891.64,3812.87,0.34,0.32,2022-08-12,55,345
Diego Cardoso,Vestuário,1213.88,1137.76,0.2,0.17,2022-08-12,18,80
Jorge Santos,Brinquedo,674.13,1061.79,0.12,0.27,2022-08-12,10,48
Raphael Silva,Papelaria,987.69,479.83,0.54,0.5,2022-08-12,14,67
Caroline Reis,Papelaria,629.42,322.07,0.43,0.47,2022-08-12,10,62
Letícia Nascimento,Eletrônicos,3495.41,944.23,0.29,0.18,2022-08-13,51,250
Ana Sousa,Eletrônicos,3059.39,3255.5,0.18,0.19,2022-08-13,43,424
Gustavo Martins,Eletrônicos,604.1,1402.98,0.15,0.22,2022-08-13,7,41
Beatriz Santos,Vestuário,1383.13,2082.54,0.08,0.16,2022-08-13,20,101
Camila Lima,Vestuário,1695.51,2222.52,0.13,0.15,2022-08-13,23,65
Thiago Barbosa,Acessórios,162.47,374.94,0.38,0.44,2022-08-13,1,3
Letícia Ribeiro,Acessórios,1025.67,694.0,0.44,0.42,2022-08-13,14,84
Enzo Nascimento,Casa,1753.84,1868.69,0.36,0.29,2022-08-13,23,194
Guilherme Santos,Casa,671.39,2250.24,0.26,0.23,2022-08-13,9,59
Vitória Ribeiro,Brinquedo,794.22,2693.43,0.29,0.23,2022-08-13,10,37
Julia Araújo,Esportes,1423.45,2088.26,0.2,0.35,2022-08-13,19,170
Lucas Rodrigues,Esportes,3342.86,2680.77,0.26,0.33,2022-08-13,46,222
Thiago Carvalho,Esportes,2930.1,3314.29,0.25,0.3,2022-08-13,39,264
Mateus Barbosa,Eletrônicos,186.91,2266.03,0.2,0.18,2022-08-13,1,6
Camila Carvalho,Casa,3273.36,2189.49,0.43,0.26,2022-08-13,49,158
Diego Cardoso,Vestuário,542.23,1052.31,0.22,0.15,2022-08-13,7,47
Jorge Santos,Brinquedo,1033.7,2214.72,0.24,0.29,2022-08-13,14,87
Raphael Silva,Papelaria,119.56,933.6,0.47,0.5,2022-08-13,1,7
Caroline Reis,Papelaria,809.85,657.33,0.27,0.47,2022-08-13,12,40
Letícia Nascimento,Eletrônicos,192.25,2352.04,0.22,0.16,2022-08-14,2,14
Ana Sousa,Eletrônicos,1917.73,2185.2,0.18,0.22,2022-08-14,21,166
Gustavo Martins,Eletrônicos,3114.26,885.04,0.09,0.19,2022-08-14,48,194
Beatriz Santos,Vestuário,1367.12,636.19,0.13,0.2,2022-08-14,17,146
Camila Lima,Vestuário,1765.52,2068.46,0.13,0.2,2022-08-14,26,87
Thiago Barbosa,Acessórios,1164.47,909.59,0.66,0.52,2022-08-14,17,89
Letícia Ribeiro,Acessórios,239.35,1188.62,0.36,0.58,2022-08-14,3,23
Enzo Nascimento,Casa,1795.91,1790.13,0.12,0.24,2022-08-14,26,76
Guilherme Santos,Casa,3550.63,3305.46,0.21,0.25,2022-08-14,73,673
Vitória Ribeiro,Brinquedo,1791.93,2068.92,0.24,0.3,2022-08-14,23,186
Julia Araújo,Esportes,266.95,2592.64,0.47,0.38,2022-08-14,3,17
Lucas Rodrigues,Esportes,3221.1,2915.02,0.39,0.38,2022-08-14,42,292
Thiago Carvalho,Esportes,974.08,2891.97,0.14,0.31,2022-08-14,12,70
Mateus Barbosa,Eletrônicos,132.22,2708.84,0.15,0.17,2022-08-14,2,6
Camila Carvalho,Casa,1875.23,1593.05,0.28,0.3,2022-08-14,24,228
Diego Cardoso,Vestuário,1586.31,1829.62,0.26,0.17,2022-08-14,23,103
Jorge Santos,Brinquedo,2665.21,1322.41,0.16,0.23,2022-08-14,33,146
Raphael Silva,Papelaria,461.71,278.76,0.61,0.45,2022-08-14,5,39
Caroline Reis,Papelaria,787.2,643.59,0.27,0.47,2022-08-14,11,57
Letícia Nascimento,Eletrônicos,2264.73,1388.31,0.15,0.23,2022-08-15,33,133
Ana Sousa,Eletrônicos,1400.44,2073.24,0.29,0.22,2022-08-15,19,152
Gustavo Martins,Eletrônicos,2158.28,2881.34,0.12,0.16,2022-08-15,31,260
Beatriz Santos,Vestuário,2340.68,719.8,0.14,0.15,2022-08-15,35,253
Camila Lima,Vestuário,962.73,971.12,0.13,0.16,2022-08-15,14,123
Thiago Barbosa,Acessórios,68.37,724.89,0.7,0.42,2022-08-15,1,5
Letícia Ribeiro,Acessórios,81.87,434.52,0.32,0.5,2022-08-15,1,3
Enzo Nascimento,Casa,4160.91,1862.08,0.43,0.25,2022-08-15,55,208
Guilherme Santos,Casa,2345.11,1499.64,0.32,0.28,2022-08-15,35,178
Vitória Ribeiro,Brinquedo,2413.79,739.78,0.13,0.29,2022-08-15,30,181
Julia Araújo,Esportes,3154.58,3285.45,0.18,0.3,2022-08-15,51,355
Lucas Rodrigues,Esportes,1328.92,2075.44,0.39,0.29,2022-08-15,18,82
Thiago Carvalho,Esportes,995.48,2361.91,0.43,0.3,2022-08-15,14,113
Mateus Barbosa,Eletrônicos,2285.56,1303.4,0.1,0.22,2022-08-15,34,282
Camila Carvalho,Casa,522.21,1495.65,0.41,0.26,2022-08-15,7,44
Diego Cardoso,Vestuário,1825.16,1003.54,0.25,0.18,2022-08-15,21,181
Jorge Santos,Brinquedo,2168.78,1961.38,0.1,0.23,2022-08-15,31,292
Raphael Silva,Papelaria,556.2,343.48,0.7,0.38,2022-08-15,8,57
Caroline Reis,Papelaria,429.98,291.39,0.45,0.43,2022-08-15,5,16
Letícia Nascimento,Eletrônicos,640.66,1173.37,0.29,0.23,2022-08-16,8,26
Ana Sousa,Eletrônicos,1886.86,1978.82,0.1,0.2,2022-08-16,26,251
Gustavo Martins,Eletrônicos,2015.58,2757.31,0.26,0.19,2022-08-16,27,108
Beatriz Santos,Vestuário,2598.41,1285.55,0.22,0.2,2022-08-16,34,277
Camila Lima,Vestuário,547.86,939.37,0.16,0.2,2022-08-16,7,23
Thiago Barbosa,Acessórios,1120.84,560.46,0.58,0.4,2022-08-16,14,113
Letícia Ribeiro,Acessórios,577.28,877.58,0.26,0.4,2022-08-16,7,42
Enzo Nascimento,Casa,2524.9,1785.14,0.31,0.28,2022-08-16,38,242
Guilherme Santos,Casa,2098.7,2060.5,0.44,0.23,2022-08-16,25,171
Vitória Ribeiro,Brinquedo,1942.8,1495.43,0.21,0.27,2022-08-16,31,98
Julia Araújo,Esportes,2111.64,2634.98,0.14,0.38,2022-08-16,26,165
Lucas Rodrigues,Esportes,2726.25,1448.57,0.29,0.38,2022-08-16,40,344
Thiago Carvalho,Esportes,1337.16,1179.68,0.29,0.39,2022-08-16,17,142
Mateus Barbosa,Eletrônicos,867.06,2157.34,0.25,0.16,2022-08-16,12,79
Camila Carvalho,Casa,2340.24,1118.56,0.22,0.28,2022-08-16,29,141
Diego Cardoso,Vestuário,607.7,840.03,0.2,0.14,2022-08-16,7,27
Jorge Santos,Brinquedo,1041.96,1866.97,0.23,0.26,2022-08-16,14,88
Raphael Silva,Papelaria,559.75,301.1,0.18,0.43,2022-08-16,8,42
Caroline Reis,Papelaria,25.09,485.95,0.65,0.41,2022-08-16,1,7
Letícia Nascimento,Eletrônicos,1661.34,2235.24,0.18,0.21,2022-08-17,22,155
Ana Sousa,Eletrônicos,2002.87,1443.96,0.19,0.18,2022-08-17,26,156
Gustavo Martins,Eletrônicos,3522.71,2048.61,0.1,0.21,2022-08-17,45,276
Beatriz Santos,Vestuário,1551.61,1301.62,0.11,0.2,2022-08-17,22,145
Camila Lima,Vestuário,1422.46,1331.9,0.11,0.16,2022-08-17,17,105
Thiago Barbosa,Acessórios,422.4,426.1,0.44,0.52,2022-08-17,5,29
Letícia Ribeiro,Acessórios,404.87,475.95,0.52,0.4,2022-08-17,6,53
Enzo Nascimento,Casa,1074.8,2287.75,0.24,0.28,2022-08-17,15,65
Guilherme Santos,Casa,3303.51,2327.9,0.42,0.23,2022-08-17,44,326
Vitória Ribeiro,Brinquedo,1937.11,784.99,0.17,0.2,2022-08-17,28,154
Julia Araújo,Esportes,1888.72,1190.0,0.39,0.31,2022-08-17,25,123
Lucas Rodrigues,Esportes,3659.27,2700.8,0.45,0.29,2022-08-17,73,241
Thiago Carvalho,Esportes,2794.59,2546.36,0.17,0.31,2022-08-17,42,388
Mateus Barbosa,Eletrônicos,696.71,2157.45,0.17,0.23,2022-08-17,10,97
Camila Carvalho,Casa,1706.65,3522.36,0.25,0.23,2022-08-17,26,243
Diego Cardoso,Vestuário,845.94,1009.81,0.07,0.16,2022-08-17,11,80
Jorge Santos,Brinquedo,1894.67,1991.6,0.33,0.23,2022-08-17,25,106
Raphael Silva,Papelaria,72.12,468.16,0.4,0.5,2022-08-17,1,3
Caroline Reis,Papelaria,485.41,755.46,0.63,0.49,2022-08-17,6,37
Letícia Nascimento,Eletrônicos,1884.34,2136.38,0.1,0.21,2022-08-18,21,65
Ana Sousa,Eletrônicos,2627.17,3179.67,0.2,0.18,2022-08-18,33,249
Gustavo Martins,Eletrônicos,3154.81,1765.96,0.28,0.18,2022-08-18,51,290
Beatriz Santos,Vestuário,2223.43,2137.92,0.2,0.15,2022-08-18,32,223
Camila Lima,Vestuário,1458.68,1232.07,0.25,0.17,2022-08-18,19,146
Thiago Barbosa,Acessórios,503.4,1136.2,0.26,0.56,2022-08-18,7,62
Letícia Ribeiro,Acessórios,128.38,995.7,0.38,0.58,2022-08-18,2,7
Enzo Nascimento,Casa,3872.15,2664.57,0.13,0.3,2022-08-18,71,631
Guilherme Santos,Casa,2131.85,3191.46,0.37,0.32,2022-08-18,26,175
Vitória Ribeiro,Brinquedo,2026.59,1613.24,0.21,0.26,2022-08-18,30,245
Julia Araújo,Esportes,3800.59,2403.96,0.36,0.33,2022-08-18,52,408
Lucas Rodrigues,Esportes,2777.41,1063.45,0.43,0.38,2022-08-18,38,284
